UO ID,18.1
T101,24.1
T103,22.3
T104,28
T105,29.5
T106,62.1
T107,23.3
T108,21.9
T109,17.901
T201,13.4
T202,19.7
T203,16.6
T204,28.5
T205,13.2
T304,29.2
T305,17.5
T306,25.7
T307,11.2
T308,19.2
T309,30.5
T311,25.3
T312,19
T400,31.3
T401,14.3
T402,28.4
T404,34.8
T405,31.5
T406,27
T407,15.9
T408,17.9
T500,29.7
T501,17.899
T502,11.4
T503,20.1
T504,14.4
T505,14.5
T506,18.7
