UO ID,Sample Name,TAG species,Area,IS Area,Area Ratio,Retention Time,Relative RT,pmol,,LOQ<55pmol,,,,
T304,14,56:2,4.79E+02,4.71E+05,0.001,12.73,1.06,-4.4,,,,,,
T304,14,56:3,2.37E+03,4.71E+05,0.005,12.47,1.03,33.2,,,,,,
T304,14,56:4,5.47E+03,4.71E+05,0.0116,11.9,0.99,95.1,,,,,,
T304,14,56:5,9.35E+03,4.71E+05,0.0199,11.44,0.95,173.1,,,,,,
T304,14,56:6,1.57E+04,4.71E+05,0.0334,10.9,0.9,299.9,,,,,,
T304,14,56:7,3.49E+04,4.71E+05,0.0741,10.41,0.86,682.1,,,,,,
T305,15,48:0,1.16E+04,4.98E+05,0.0234,11.16,0.92,206.0,,,,,,
T305,15,48:1,6.17E+03,4.98E+05,0.0124,10.67,0.88,102.7,,,,,,
T305,15,48:2,9.95E+03,4.98E+05,0.02,10.05,0.83,174.0,,,,,,
T305,15,48:3,5.49E+03,4.98E+05,0.011,9.3,0.77,89.5,,,,,,
T305,15,50:0,5.10E+03,4.98E+05,0.0102,11.74,0.97,82.0,,,,,,
T305,15,50:1,4.19E+04,4.98E+05,0.0842,11.28,0.93,777.0,,,,,,
T305,15,50:2,6.32E+04,4.98E+05,0.1269,10.71,0.89,1178.0,,,,,,
T305,15,50:3,2.43E+04,4.98E+05,0.0487,10.12,0.84,443.6,,,,,,
T305,15,50:4,8.50E+03,4.98E+05,0.0171,9.47,0.78,146.8,,,,,,
T305,15,52:0,2.05E+03,4.98E+05,0.0041,12.29,1.02,24.7,,,,,,
T305,15,52:1,2.13E+04,4.98E+05,0.0427,11.87,0.98,387.2,,,,,,
T305,15,52:2,8.81E+04,4.98E+05,0.1771,11.36,0.94,1649.5,,,,,,
T305,15,52:3,1.59E+05,4.98E+05,0.3193,10.8,0.89,2985.0,,,,,,
T305,15,52:4,1.48E+05,4.98E+05,0.2963,10.18,0.84,2769.0,,,,,,
T305,15,52:5,3.26E+04,4.98E+05,0.0655,9.53,0.79,601.4,,,,,,
T305,15,54:1,2.27E+03,4.98E+05,0.0046,12.46,1.03,29.4,,,,,,
T305,15,54:2,1.99E+04,4.98E+05,0.0399,11.94,0.99,360.9,,,,,,
T305,15,54:3,5.97E+04,4.98E+05,0.1199,11.44,0.95,1112.3,,,,,,
T305,15,54:4,1.51E+05,4.98E+05,0.3038,10.88,0.9,2839.4,,,,,,
T305,15,54:5,1.61E+05,4.98E+05,0.3243,10.26,0.85,3032.0,,,,,,
T305,15,54:6,1.10E+05,4.98E+05,0.22,9.6,0.8,2052.4,,,,,,
T305,15,56:2,1.64E+02,4.98E+05,0.0003,12.82,1.06,-11.0,,,,,,
T305,15,56:3,7.19E+02,4.98E+05,0.0014,12.45,1.03,-0.7,,,,,,
T305,15,56:4,3.42E+03,4.98E+05,0.0069,12.04,1,51.0,,,,,,
T305,15,56:5,4.91E+03,4.98E+05,0.0099,11.5,0.95,79.2,,,,,,
T305,15,56:6,1.05E+04,4.98E+05,0.0211,10.93,0.91,184.4,,,,,,
T305,15,56:7,2.14E+04,4.98E+05,0.0431,10.36,0.86,391.0,,,,,,
T306,16,48:0,1.72E+04,4.38E+05,0.0392,10.84,0.92,354.4,,,,,,
T306,16,48:1,1.83E+04,4.38E+05,0.0417,10.28,0.88,377.8,,,,,,
T306,16,48:2,3.24E+04,4.38E+05,0.0742,9.65,0.82,683.1,,,,,,
T306,16,48:3,1.72E+04,4.38E+05,0.0393,9.02,0.77,355.3,,,,,,
T306,16,50:0,1.98E+04,4.38E+05,0.0452,11.45,0.97,410.7,,,,,,
T306,16,50:1,1.00E+05,4.38E+05,0.2291,10.93,0.93,2137.9,,,,,,
T306,16,50:2,2.49E+05,4.38E+05,0.5696,10.34,0.88,5335.8,,,,,,
T306,16,50:3,9.94E+04,4.38E+05,0.2272,9.73,0.83,2120.0,,,,,,
T306,16,50:4,5.27E+04,4.38E+05,0.1205,9.05,0.77,1117.9,,,,,,
T306,16,52:0,6.50E+03,4.38E+05,0.0149,11.99,1.02,126.1,,,,,,
T306,16,52:1,5.90E+04,4.38E+05,0.1348,11.55,0.98,1252.2,,,,,,
T306,16,52:2,3.02E+05,4.38E+05,0.6906,11.02,0.94,6472.2,,,,,,
T306,16,52:3,5.90E+05,4.38E+05,1.349,10.43,0.89,12655.7,,,,,,
T306,16,52:4,5.61E+05,4.38E+05,1.2824,9.79,0.83,12030.2,,,,,,
T306,16,52:5,1.66E+05,4.38E+05,0.3798,9.13,0.78,3553.2,,,,,,
T306,16,54:1,8.99E+03,4.38E+05,0.0206,12.1,1.03,179.7,,,,,,
T306,16,54:2,5.69E+04,4.38E+05,0.13,11.62,0.99,1207.1,,,,,,
T306,16,54:3,2.40E+05,4.38E+05,0.5478,11.09,0.94,5131.0,,,,,,
T306,16,54:4,4.73E+05,4.38E+05,1.0806,10.52,0.9,10135.0,,,,,,
T306,16,54:5,5.73E+05,4.38E+05,1.31,9.9,0.84,12289.4,,,,,,
T306,16,54:6,4.43E+05,4.38E+05,1.0133,9.21,0.78,9502.9,,,,,,
T306,16,56:2,0,4.38E+05,0,0,0,-13.8,,,,,,
T306,16,56:3,4.68E+03,4.38E+05,0.0107,12.17,1.04,86.7,,,,,,
T306,16,56:4,1.06E+04,4.38E+05,0.0243,11.65,0.99,214.4,,,,,,
T306,16,56:5,2.12E+04,4.38E+05,0.0484,11.14,0.95,440.8,,,,,,
T306,16,56:6,3.05E+04,4.38E+05,0.0697,10.6,0.9,640.8,,,,,,
T306,16,56:7,3.97E+04,4.38E+05,0.0906,10.01,0.85,837.1,,,,,,
T307,17,48:0,1.34E+04,5.65E+05,0.0237,10.93,0.93,208.8,,,,,,
T307,17,48:1,1.28E+04,5.65E+05,0.0227,10.38,0.88,199.4,,,,,,
T307,17,48:2,1.41E+04,5.65E+05,0.025,9.75,0.83,221.0,,,,,,
T307,17,48:3,8.15E+03,5.65E+05,0.0144,9.17,0.78,121.4,,,,,,
T307,17,50:0,1.29E+04,5.65E+05,0.0229,11.52,0.98,201.3,,,,,,
T307,17,50:1,6.19E+04,5.65E+05,0.1097,11.02,0.93,1016.5,,,,,,
T307,17,50:2,9.86E+04,5.65E+05,0.1746,10.43,0.88,1626.0,,,,,,
T307,17,50:3,2.99E+04,5.65E+05,0.0529,9.83,0.83,483.0,,,,,,
T307,17,50:4,1.02E+04,5.65E+05,0.0181,9.18,0.78,156.2,,,,,,
T307,17,52:0,3.79E+03,5.65E+05,0.0067,12.1,1.03,49.1,,,,,,
T307,17,52:1,3.47E+04,5.65E+05,0.0616,11.61,0.98,564.7,,,,,,
T307,17,52:2,1.30E+05,5.65E+05,0.2302,11.07,0.94,2148.2,,,,,,
T307,17,52:3,1.87E+05,5.65E+05,0.3308,10.52,0.89,3093.0,,,,,,
T307,17,52:4,1.70E+05,5.65E+05,0.3011,9.89,0.84,2814.1,,,,,,
T307,17,52:5,4.02E+04,5.65E+05,0.0712,9.24,0.78,654.9,,,,,,
T307,17,54:1,5.55E+03,5.65E+05,0.0098,12.12,1.03,78.2,,,,,,
T307,17,54:2,2.32E+04,5.65E+05,0.0412,11.66,0.99,373.1,,,,,,
T307,17,54:3,6.79E+04,5.65E+05,0.1202,11.15,0.95,1115.1,,,,,,
T307,17,54:4,1.31E+05,5.65E+05,0.232,10.58,0.9,2165.1,,,,,,
T307,17,54:5,1.63E+05,5.65E+05,0.288,9.98,0.85,2691.0,,,,,,
T307,17,54:6,1.12E+05,5.65E+05,0.1989,9.32,0.79,1854.2,,,,,,
T307,17,56:2,0,5.65E+05,0,0,0,-13.8,,,,,,
T307,17,56:3,1.45E+03,5.65E+05,0.0026,12.21,1.04,10.6,,,,,,
T307,17,56:4,2.46E+03,5.65E+05,0.0044,11.63,0.99,27.5,,,,,,
T307,17,56:5,1.10E+04,5.65E+05,0.0194,11.21,0.95,168.4,,,,,,
T307,17,56:6,2.00E+04,5.65E+05,0.0354,10.66,0.9,318.7,,,,,,
T307,17,56:7,3.45E+04,5.65E+05,0.0612,10.21,0.87,561.0,,,,,,
T308,18,48:0,1.35E+04,5.47E+05,0.0247,10.88,0.92,218.2,,,,,,
T308,18,48:1,2.05E+04,5.47E+05,0.0375,10.34,0.88,338.4,,,,,,
T308,18,48:2,2.32E+04,5.47E+05,0.0424,9.71,0.83,384.4,,,,,,
T308,18,48:3,1.69E+04,5.47E+05,0.0309,9.04,0.77,276.4,,,,,,
T308,18,50:0,1.55E+04,5.47E+05,0.0283,11.49,0.98,252.0,,,,,,
T308,18,50:1,7.44E+04,5.47E+05,0.1361,10.97,0.93,1264.4,,,,,,
T308,18,50:2,1.36E+05,5.47E+05,0.2478,10.39,0.88,2313.5,,,,,,
T308,18,50:3,6.19E+04,5.47E+05,0.1133,9.79,0.83,1050.3,,,,,,
T308,18,50:4,2.07E+04,5.47E+05,0.0378,9.13,0.78,341.2,,,,,,
T308,18,52:0,4.00E+03,5.47E+05,0.0073,12.04,1.02,54.8,,,,,,
T308,18,52:1,4.56E+04,5.47E+05,0.0834,11.56,0.98,769.5,,,,,,
T308,18,52:2,1.65E+05,5.47E+05,0.3023,11.04,0.94,2825.3,,,,,,
T308,18,52:3,2.72E+05,5.47E+05,0.4981,10.47,0.89,4664.2,,,,,,
T308,18,52:4,1.95E+05,5.47E+05,0.3566,9.85,0.84,3335.3,,,,,,
T308,18,52:5,5.13E+04,5.47E+05,0.0938,9.22,0.78,867.1,,,,,,
T308,18,54:1,5.09E+03,5.47E+05,0.0093,12.12,1.03,73.5,,,,,,
T308,18,54:2,3.48E+04,5.47E+05,0.0636,11.61,0.99,583.5,,,,,,
T308,18,54:3,8.63E+04,5.47E+05,0.1577,11.11,0.94,1467.3,,,,,,
T308,18,54:4,1.60E+05,5.47E+05,0.2931,10.54,0.9,2738.9,,,,,,
T308,18,54:5,1.53E+05,5.47E+05,0.2796,9.93,0.84,2612.1,,,,,,
T308,18,54:6,1.02E+05,5.47E+05,0.1865,9.27,0.79,1737.8,,,,,,
T308,18,56:2,0,5.47E+05,0,0,0,-13.8,,,,,,
T308,18,56:3,2.16E+03,5.47E+05,0.004,12.21,1.04,23.8,,,,,,
T308,18,56:4,2.43E+03,5.47E+05,0.0044,11.66,0.99,27.5,,,,,,
T308,18,56:5,1.17E+04,5.47E+05,0.0214,11.14,0.95,187.2,,,,,,
T308,18,56:6,2.60E+04,5.47E+05,0.0474,10.63,0.9,431.4,,,,,,
T308,18,56:7,3.59E+04,5.47E+05,0.0656,10.11,0.86,602.3,,,,,,
T309,19,48:0,2.19E+04,5.79E+05,0.0378,10.82,0.92,341.2,,,,,,
T309,19,48:1,2.72E+04,5.79E+05,0.0471,10.3,0.88,428.5,,,,,,
T309,19,48:2,4.47E+04,5.79E+05,0.0773,9.64,0.82,712.2,,,,,,
T309,19,48:3,2.63E+04,5.79E+05,0.0455,9,0.77,413.5,,,,,,
T309,19,50:0,2.19E+04,5.79E+05,0.0378,11.46,0.98,341.2,,,,,,
T309,19,50:1,1.50E+05,5.79E+05,0.2589,10.92,0.93,2417.7,,,,,,
T309,19,50:2,2.77E+05,5.79E+05,0.4785,10.34,0.88,4480.2,,,,,,
T309,19,50:3,1.15E+05,5.79E+05,0.1981,9.73,0.83,1846.7,,,,,,
T309,19,50:4,5.51E+04,5.79E+05,0.0953,9.06,0.77,881.2,,,,,,
T309,19,52:0,5.12E+03,5.79E+05,0.0088,11.96,1.02,68.8,,,,,,
T309,19,52:1,8.07E+04,5.79E+05,0.1395,11.53,0.98,1296.3,,,,,,
T309,19,52:2,3.82E+05,5.79E+05,0.6602,11.01,0.94,6186.7,,,,,,
T309,19,52:3,6.86E+05,5.79E+05,1.1849,10.43,0.89,11114.5,,,,,,
T309,19,52:4,6.88E+05,5.79E+05,1.1898,9.8,0.84,11160.5,,,,,,
T309,19,52:5,1.81E+05,5.79E+05,0.3125,9.13,0.78,2921.1,,,,,,
T309,19,54:1,1.25E+04,5.79E+05,0.0216,12.06,1.03,189.1,,,,,,
T309,19,54:2,7.99E+04,5.79E+05,0.1381,11.59,0.99,1283.2,,,,,,
T309,19,54:3,2.98E+05,5.79E+05,0.5152,11.08,0.95,4824.8,,,,,,
T309,19,54:4,5.97E+05,5.79E+05,1.0312,10.51,0.9,9671.0,,,,,,
T309,19,54:5,7.07E+05,5.79E+05,1.2219,9.89,0.84,11462.0,,,,,,
T309,19,54:6,4.76E+05,5.79E+05,0.8231,9.22,0.79,7716.6,,,,,,
T309,19,56:2,1.65E+03,5.79E+05,0.0028,12.55,1.07,12.5,,,,,,
T309,19,56:3,5.57E+03,5.79E+05,0.0096,12.15,1.04,76.4,,,,,,
T309,19,56:4,1.63E+04,5.79E+05,0.0282,11.63,0.99,251.0,,,,,,
T309,19,56:5,3.00E+04,5.79E+05,0.0519,11.11,0.95,473.6,,,,,,
T309,19,56:6,3.66E+04,5.79E+05,0.0633,10.57,0.9,580.7,,,,,,
T309,19,56:7,5.25E+04,5.79E+05,0.0908,10.05,0.86,839.0,,,,,,
T311,20,48:0,1.61E+04,4.97E+05,0.0323,10.97,0.92,289.5,,,,,,
T311,20,48:1,3.38E+04,4.97E+05,0.0681,10.44,0.88,625.8,,,,,,
T311,20,48:2,4.26E+04,4.97E+05,0.0857,9.81,0.83,791.1,,,,,,
T311,20,48:3,2.04E+04,4.97E+05,0.041,9.15,0.77,371.3,,,,,,
T311,20,50:0,1.95E+04,4.97E+05,0.0393,11.59,0.98,355.3,,,,,,
T311,20,50:1,1.28E+05,4.97E+05,0.2576,11.09,0.93,2405.5,,,,,,
T311,20,50:2,2.26E+05,4.97E+05,0.4547,10.48,0.88,4256.6,,,,,,
T311,20,50:3,1.18E+05,4.97E+05,0.238,9.88,0.83,2221.4,,,,,,
T311,20,50:4,4.87E+04,4.97E+05,0.098,9.2,0.77,906.6,,,,,,
T311,20,52:0,5.47E+03,4.97E+05,0.011,12.18,1.02,89.5,,,,,,
T311,20,52:1,7.47E+04,4.97E+05,0.1504,11.69,0.98,1398.7,,,,,,
T311,20,52:2,4.07E+05,4.97E+05,0.8204,11.17,0.94,7691.2,,,,,,
T311,20,52:3,7.07E+05,4.97E+05,1.4231,10.58,0.89,13351.6,,,,,,
T311,20,52:4,5.57E+05,4.97E+05,1.1225,9.93,0.84,10528.5,,,,,,
T311,20,52:5,1.41E+05,4.97E+05,0.2831,9.27,0.78,2645.0,,,,,,
T311,20,54:1,1.33E+04,4.97E+05,0.0268,12.23,1.03,237.9,,,,,,
T311,20,54:2,9.62E+04,4.97E+05,0.1937,11.77,0.99,1805.4,,,,,,
T311,20,54:3,3.35E+05,4.97E+05,0.6749,11.24,0.95,6324.7,,,,,,
T311,20,54:4,5.84E+05,4.97E+05,1.1761,10.67,0.9,11031.9,,,,,,
T311,20,54:5,5.66E+05,4.97E+05,1.1392,10.03,0.84,10685.3,,,,,,
T311,20,54:6,3.09E+05,4.97E+05,0.6223,9.36,0.79,5830.7,,,,,,
T311,20,56:2,9.68E+02,4.97E+05,0.0019,12.78,1.08,4.0,,,,,,
T311,20,56:3,7.67E+03,4.97E+05,0.0154,12.29,1.03,130.8,,,,,,
T311,20,56:4,1.47E+04,4.97E+05,0.0296,11.8,0.99,264.2,,,,,,
T311,20,56:5,3.99E+04,4.97E+05,0.0803,11.28,0.95,740.4,,,,,,
T311,20,56:6,4.59E+04,4.97E+05,0.0924,10.73,0.9,854.0,,,,,,
T311,20,56:7,6.70E+04,4.97E+05,0.1349,10.18,0.86,1253.1,,,,,,
T312,21,48:0,7.85E+03,3.83E+05,0.0205,11.3,0.93,178.7,,,,,,
T312,21,48:1,9.09E+03,3.83E+05,0.0238,10.78,0.88,209.7,,,,,,
T312,21,48:2,1.05E+04,3.83E+05,0.0274,10.1,0.83,243.5,,,,,,
T312,21,48:3,5.62E+03,3.83E+05,0.0147,9.36,0.77,124.3,,,,,,
T312,21,50:0,6.10E+03,3.83E+05,0.0159,11.86,0.97,135.5,,,,,,
T312,21,50:1,4.91E+04,3.83E+05,0.1282,11.41,0.94,1190.2,,,,,,
T312,21,50:2,6.93E+04,3.83E+05,0.181,10.82,0.89,1686.1,,,,,,
T312,21,50:3,2.77E+04,3.83E+05,0.0725,10.21,0.84,667.1,,,,,,
T312,21,50:4,7.90E+03,3.83E+05,0.0207,9.53,0.78,180.6,,,,,,
T312,21,52:0,3.04E+03,3.83E+05,0.0079,12.42,1.02,60.4,,,,,,
T312,21,52:1,2.56E+04,3.83E+05,0.067,11.99,0.98,615.4,,,,,,
T312,21,52:2,1.13E+05,3.83E+05,0.2943,11.48,0.94,2750.2,,,,,,
T312,21,52:3,1.66E+05,3.83E+05,0.4339,10.91,0.89,4061.3,,,,,,
T312,21,52:4,1.08E+05,3.83E+05,0.2815,10.28,0.84,2630.0,,,,,,
T312,21,52:5,2.33E+04,3.83E+05,0.0609,9.6,0.79,558.2,,,,,,
T312,21,54:1,3.06E+03,3.83E+05,0.008,12.53,1.03,61.3,,,,,,
T312,21,54:2,2.27E+04,3.83E+05,0.0593,12.07,0.99,543.1,,,,,,
T312,21,54:3,8.10E+04,3.83E+05,0.2117,11.55,0.95,1974.4,,,,,,
T312,21,54:4,1.36E+05,3.83E+05,0.3559,10.98,0.9,3328.7,,,,,,
T312,21,54:5,1.49E+05,3.83E+05,0.3889,10.37,0.85,3638.7,,,,,,
T312,21,54:6,7.22E+04,3.83E+05,0.1886,9.69,0.79,1757.5,,,,,,
T312,21,56:2,2.43E+02,3.83E+05,0.0006,13.09,1.07,-8.2,,,,,,
T312,21,56:3,9.62E+02,3.83E+05,0.0025,12.6,1.03,9.7,,,,,,
T312,21,56:4,2.42E+03,3.83E+05,0.0063,12.12,0.99,45.4,,,,,,
T312,21,56:5,8.16E+03,3.83E+05,0.0213,11.55,0.95,186.2,,,,,,
T312,21,56:6,1.28E+04,3.83E+05,0.0334,11.09,0.91,299.9,,,,,,
T312,21,56:7,2.03E+04,3.83E+05,0.0531,10.57,0.87,484.9,,,,,,
T400,22,48:0,2.83E+04,4.62E+05,0.0613,11.05,0.93,561.9,,,,,,
T400,22,48:1,3.44E+04,4.62E+05,0.0744,10.51,0.88,684.9,,,,,,
T400,22,48:2,2.63E+04,4.62E+05,0.0568,9.91,0.83,519.6,,,,,,
T400,22,48:3,1.99E+04,4.62E+05,0.043,9.28,0.78,405.1,,,,,,
T400,22,50:0,3.47E+04,4.62E+05,0.0751,11.66,0.98,691.5,,,,,,
T400,22,50:1,1.48E+05,4.62E+05,0.3189,11.13,0.93,2981.2,,,,,,
T400,22,50:2,1.25E+05,4.62E+05,0.2704,10.57,0.89,2525.7,,,,,,
T400,22,50:3,4.15E+04,4.62E+05,0.0898,9.99,0.84,829.6,,,,,,
T400,22,50:4,6.98E+03,4.62E+05,0.0151,9.34,0.78,128.0,,,,,,
T400,22,52:0,9.82E+03,4.62E+05,0.0212,12.15,1.02,185.3,,,,,,
T400,22,52:1,1.02E+05,4.62E+05,0.2213,11.71,0.98,2064.6,,,,,,
T400,22,52:2,3.35E+05,4.62E+05,0.7248,11.22,0.94,3208.5,,,,,,
T400,22,52:3,2.97E+05,4.62E+05,0.642,10.65,0.89,6015.7,,,,,,
T400,22,52:4,1.08E+05,4.62E+05,0.2343,10.04,0.84,2186.7,,,,,,
T400,22,52:5,9.49E+03,4.62E+05,0.0205,9.42,0.79,178.7,,,,,,
T400,22,54:1,1.20E+04,4.62E+05,0.0259,12.27,1.03,229.4,,,,,,
T400,22,54:2,8.21E+04,4.62E+05,0.1776,11.79,0.99,1654.2,,,,,,
T400,22,54:3,1.79E+05,4.62E+05,0.3874,11.3,0.95,3624.6,,,,,,
T400,22,54:4,2.42E+05,4.62E+05,0.5227,10.73,0.9,4895.3,,,,,,
T400,22,54:5,1.43E+05,4.62E+05,0.3082,10.11,0.85,2880.7,,,,,,
T400,22,54:6,2.76E+04,4.62E+05,0.0598,9.47,0.8,547.8,,,,,,
T400,22,56:2,3.00E+03,4.62E+05,0.0065,12.77,1.07,47.2,,,,,,
T400,22,56:3,5.26E+03,4.62E+05,0.0114,12.33,1.03,93.3,,,,,,
T400,22,56:4,1.05E+04,4.62E+05,0.0227,11.83,0.99,199.4,,,,,,
T400,22,56:5,2.08E+04,4.62E+05,0.0449,11.31,0.95,407.9,,,,,,
T400,22,56:6,5.70E+04,4.62E+05,0.1232,10.92,0.92,1143.3,,,,,,
T400,22,56:7,5.14E+04,4.62E+05,0.1112,10.39,0.87,1030.6,,,,,,
T401,23,48:0,1.90E+04,4.15E+05,0.0457,10.94,0.92,415.4,,,,,,
T401,23,48:1,2.64E+04,4.15E+05,0.0634,10.37,0.88,581.6,,,,,,
T401,23,48:2,2.86E+04,4.15E+05,0.0689,9.77,0.83,633.3,,,,,,
T401,23,48:3,2.36E+04,4.15E+05,0.0567,9.15,0.77,89.5,,,,,,
T401,23,50:0,2.08E+04,4.15E+05,0.05,11.53,0.98,455.8,,,,,,
T401,23,50:1,1.31E+05,4.15E+05,0.3141,11.02,0.93,2936.2,,,,,,
T401,23,50:2,9.92E+04,4.15E+05,0.2388,10.44,0.88,2229.0,,,,,,
T401,23,50:3,3.28E+04,4.15E+05,0.0789,9.84,0.83,727.2,,,,,,
T401,23,50:4,6.56E+03,4.15E+05,0.0158,9.14,0.77,134.6,,,,,,
T401,23,52:0,7.95E+03,4.15E+05,0.0191,12.11,1.02,165.6,,,,,,
T401,23,52:1,9.63E+04,4.15E+05,0.2319,11.63,0.98,2164.1,,,,,,
T401,23,52:2,3.09E+05,4.15E+05,0.743,11.11,0.94,1649.5,,,,,,
T401,23,52:3,2.28E+05,4.15E+05,0.549,10.51,0.89,5142.3,,,,,,
T401,23,52:4,7.57E+04,4.15E+05,0.1822,9.89,0.84,1697.4,,,,,,
T401,23,52:5,7.06E+03,4.15E+05,0.017,9.26,0.78,145.9,,,,,,
T401,23,54:1,1.52E+04,4.15E+05,0.0366,12.17,1.03,329.9,,,,,,
T401,23,54:2,8.16E+04,4.15E+05,0.1965,11.71,0.99,1831.7,,,,,,
T401,23,54:3,2.02E+05,4.15E+05,0.4857,11.18,0.95,4547.8,,,,,,
T401,23,54:4,2.04E+05,4.15E+05,0.4902,10.6,0.9,4590.0,,,,,,
T401,23,54:5,8.71E+04,4.15E+05,0.2096,9.97,0.84,1954.7,,,,,,
T401,23,54:6,1.97E+04,4.15E+05,0.0474,9.31,0.79,431.4,,,,,,
T401,23,56:2,4.38E+03,4.15E+05,0.0105,12.75,1.08,84.8,,,,,,
T401,23,56:3,7.28E+03,4.15E+05,0.0175,12.23,1.03,150.6,,,,,,
T401,23,56:4,1.59E+04,4.15E+05,0.0383,11.77,1,345.9,,,,,,
T401,23,56:5,1.29E+04,4.15E+05,0.0311,11.21,0.95,278.3,,,,,,
T401,23,56:6,3.24E+04,4.15E+05,0.0779,10.76,0.91,717.8,,,,,,
T401,23,56:7,2.80E+04,4.15E+05,0.0674,10.25,0.87,619.2,,,,,,
T402,24,48:0,5.86E+04,4.90E+05,0.1196,11.13,0.92,1109.5,,,,,,
T402,24,48:1,8.99E+04,4.90E+05,0.1834,10.56,0.88,1708.6,,,,,,
T402,24,48:2,7.80E+04,4.90E+05,0.1592,9.94,0.83,1481.4,,,,,,
T402,24,48:3,4.52E+04,4.90E+05,0.0923,9.26,0.77,355.3,,,,,,
T402,24,50:0,6.58E+04,4.90E+05,0.1342,11.75,0.98,1246.6,,,,,,
T402,24,50:1,3.58E+05,4.90E+05,0.7296,11.21,0.93,6838.4,,,,,,
T402,24,50:2,2.81E+05,4.90E+05,0.573,10.63,0.88,5367.7,,,,,,
T402,24,50:3,1.14E+05,4.90E+05,0.2325,10.01,0.83,2169.8,,,,,,
T402,24,50:4,2.04E+04,4.90E+05,0.0417,9.31,0.77,377.8,,,,,,
T402,24,52:0,1.90E+04,4.90E+05,0.0388,12.28,1.02,350.6,,,,,,
T402,24,52:1,2.16E+05,4.90E+05,0.44,11.83,0.98,4118.6,,,,,,
T402,24,52:2,7.12E+05,4.90E+05,1.4536,11.31,0.94,6472.2,,,,,,
T402,24,52:3,5.93E+05,4.90E+05,1.2109,10.71,0.89,11358.7,,,,,,
T402,24,52:4,2.14E+05,4.90E+05,0.436,10.08,0.84,4081.0,,,,,,
T402,24,52:5,2.57E+04,4.90E+05,0.0525,9.44,0.78,479.3,,,,,,
T402,24,54:1,2.87E+04,4.90E+05,0.0585,12.37,1.03,535.6,,,,,,
T402,24,54:2,1.91E+05,4.90E+05,0.3903,11.91,0.99,3651.8,,,,,,
T402,24,54:3,4.43E+05,4.90E+05,0.9041,11.4,0.95,8477.3,,,,,,
T402,24,54:4,4.43E+05,4.90E+05,0.9049,10.81,0.9,8484.8,,,,,,
T402,24,54:5,2.55E+05,4.90E+05,0.5197,10.16,0.84,4867.1,,,,,,
T402,24,54:6,4.09E+04,4.90E+05,0.0834,9.46,0.79,769.5,,,,,,
T402,24,56:2,3.27E+03,4.90E+05,0.0067,12.93,1.07,49.1,,,,,,
T402,24,56:3,8.99E+03,4.90E+05,0.0183,12.47,1.04,158.1,,,,,,
T402,24,56:4,2.25E+04,4.90E+05,0.046,11.99,1,418.2,,,,,,
T402,24,56:5,3.33E+04,4.90E+05,0.068,11.42,0.95,624.8,,,,,,
