UO ID,Sample Name,TAG species,Area,IS Area,Area Ratio,Retention Time,Relative RT,pmol,,LOQ<55pmol,,,,
T104,3,54:4,1.63E+05,3.17E+05,0.5144,10.78,0.9,4817.3,,,,,,
T104,3,54:5,1.93E+05,3.17E+05,0.6106,10.17,0.85,5720.8,,,,,,
T104,3,54:6,1.29E+05,3.17E+05,0.4084,9.5,0.79,3821.8,,,,,,
T104,3,56:2,4.59E+02,3.17E+05,0.0014,12.99,1.08,-0.7,,,,,,
T104,3,56:3,1.95E+03,3.17E+05,0.0061,12.38,1.03,43.5,,,,,,
T104,3,56:4,3.28E+03,3.17E+05,0.0104,11.94,1,83.9,,,,,,
T104,3,56:5,9.78E+03,3.17E+05,0.0309,11.41,0.95,276.4,,,,,,
T104,3,56:6,1.61E+04,3.17E+05,0.0509,10.87,0.91,464.2,,,,,,
T104,3,56:7,3.17E+04,3.17E+05,0.0999,10.42,0.87,924.4,,,,,,
T105,4,48:0,3.23E+04,3.19E+05,0.1015,11.15,0.93,939.5,,,,,,
T105,4,48:1,2.87E+04,3.19E+05,0.09,10.6,0.88,831.5,,,,,,
T105,4,48:2,3.90E+04,3.19E+05,0.1225,9.97,0.83,1136.7,,,,,,
T105,4,48:3,2.09E+04,3.19E+05,0.0657,9.35,0.78,603.2,,,,,,
T105,4,50:0,2.68E+04,3.19E+05,0.084,11.77,0.98,775.1,,,,,,
T105,4,50:1,1.76E+05,3.19E+05,0.5516,11.24,0.93,5166.7,,,,,,
T105,4,50:2,2.65E+05,3.19E+05,0.8323,10.65,0.89,7803.0,,,,,,
T105,4,50:3,1.28E+05,3.19E+05,0.4032,10.05,0.84,3773.0,,,,,,
T105,4,50:4,4.25E+04,3.19E+05,0.1335,9.41,0.78,1240.0,,,,,,
T105,4,52:0,8.28E+03,3.19E+05,0.026,12.28,1.02,230.4,,,,,,
T105,4,52:1,1.09E+05,3.19E+05,0.3414,11.82,0.98,3192.6,,,,,,
T105,4,52:2,3.99E+05,3.19E+05,1.2514,11.32,0.94,11739.1,,,,,,
T105,4,52:3,6.58E+05,3.19E+05,2.067,10.75,0.89,19399.0,,,,,,
T105,4,52:4,5.45E+05,3.19E+05,1.7108,10.11,0.84,16053.7,,,,,,
T105,4,52:5,1.50E+05,3.19E+05,0.471,9.47,0.79,4409.7,,,,,,
T105,4,54:1,8.31E+03,3.19E+05,0.0261,12.38,1.03,231.3,,,,,,
T105,4,54:2,6.86E+04,3.19E+05,0.2153,11.91,0.99,2008.2,,,,,,
T105,4,54:3,2.65E+05,3.19E+05,0.8315,11.39,0.95,7795.5,,,,,,
T105,4,54:4,4.94E+05,3.19E+05,1.55,10.83,0.9,14543.5,,,,,,
T105,4,54:5,5.57E+05,3.19E+05,1.749,10.2,0.85,16412.4,,,,,,
T105,4,54:6,3.34E+05,3.19E+05,1.0475,9.53,0.79,9824.1,,,,,,
T105,4,56:2,7.23E+02,3.19E+05,0.0023,13,1.08,7.8,,,,,,
T105,4,56:3,3.63E+03,3.19E+05,0.0114,12.42,1.03,93.3,,,,,,
T105,4,56:4,1.58E+04,3.19E+05,0.0497,11.94,0.99,453.0,,,,,,
T105,4,56:5,2.18E+04,3.19E+05,0.0685,11.44,0.95,629.5,,,,,,
T105,4,56:6,5.07E+04,3.19E+05,0.1591,10.91,0.91,1480.4,,,,,,
T105,4,56:7,6.43E+04,3.19E+05,0.202,10.38,0.86,1883.3,,,,,,
T106,5,48:0,1.46E+04,3.30E+05,0.0444,11.15,0.93,403.2,,,,,,
T106,5,48:1,1.36E+04,3.30E+05,0.0414,10.59,0.88,375.0,,,,,,
T106,5,48:2,2.12E+04,3.30E+05,0.0642,9.96,0.83,589.1,,,,,,
T106,5,48:3,1.92E+04,3.30E+05,0.0583,9.34,0.78,533.7,,,,,,
T106,5,50:0,1.04E+04,3.30E+05,0.0315,11.73,0.98,282.0,,,,,,
T106,5,50:1,7.57E+04,3.30E+05,0.2296,11.24,0.94,2142.5,,,,,,
T106,5,50:2,1.08E+05,3.30E+05,0.3282,10.65,0.89,3068.6,,,,,,
T106,5,50:3,4.68E+04,3.30E+05,0.142,10.05,0.84,1319.8,,,,,,
T106,5,50:4,1.51E+04,3.30E+05,0.0457,9.37,0.78,415.4,,,,,,
T106,5,52:0,2.85E+03,3.30E+05,0.0086,12.34,1.03,67.0,,,,,,
T106,5,52:1,3.59E+04,3.30E+05,0.109,11.82,0.98,1009.9,,,,,,
T106,5,52:2,1.79E+05,3.30E+05,0.5438,11.31,0.94,5093.4,,,,,,
T106,5,52:3,2.78E+05,3.30E+05,0.8427,10.72,0.89,7900.7,,,,,,
T106,5,52:4,1.94E+05,3.30E+05,0.5897,10.11,0.84,5524.5,,,,,,
T106,5,52:5,4.54E+04,3.30E+05,0.1378,9.45,0.79,1280.4,,,,,,
T106,5,54:1,4.09E+03,3.30E+05,0.0124,12.39,1.03,102.7,,,,,,
T106,5,54:2,3.27E+04,3.30E+05,0.0992,11.87,0.99,917.9,,,,,,
T106,5,54:3,1.20E+05,3.30E+05,0.364,11.37,0.95,3404.8,,,,,,
T106,5,54:4,1.91E+05,3.30E+05,0.5784,10.81,0.9,5418.4,,,,,,
T106,5,54:5,1.92E+05,3.30E+05,0.5814,10.19,0.85,5446.6,,,,,,
T106,5,54:6,8.76E+04,3.30E+05,0.2658,9.52,0.79,2482.5,,,,,,
T106,5,56:2,1.47E+03,3.30E+05,0.0045,12.88,1.07,28.5,,,,,,
T106,5,56:3,1.69E+03,3.30E+05,0.0051,12.47,1.04,34.1,,,,,,
T106,5,56:4,4.08E+03,3.30E+05,0.0124,11.93,0.99,102.7,,,,,,
T106,5,56:5,7.57E+03,3.30E+05,0.023,11.39,0.95,202.2,,,,,,
T106,5,56:6,1.48E+04,3.30E+05,0.0449,10.85,0.9,407.9,,,,,,
T106,5,56:7,1.51E+04,3.30E+05,0.0457,10.35,0.86,415.4,,,,,,
T107,6,48:0,2.63E+04,4.50E+05,0.0583,11.14,0.93,533.7,,,,,,
T107,6,48:1,3.49E+04,4.50E+05,0.0775,10.6,0.88,714.1,,,,,,
T107,6,48:2,3.32E+04,4.50E+05,0.0736,9.97,0.83,677.4,,,,,,
T107,6,48:3,1.79E+04,4.50E+05,0.0398,9.37,0.78,360.0,,,,,,
T107,6,50:0,2.59E+04,4.50E+05,0.0574,11.75,0.98,525.3,,,,,,
T107,6,50:1,1.52E+05,4.50E+05,0.3374,11.24,0.93,3155.0,,,,,,
T107,6,50:2,2.00E+05,4.50E+05,0.4445,10.64,0.88,4160.8,,,,,,
T107,6,50:3,6.78E+04,4.50E+05,0.1506,10.05,0.84,1400.6,,,,,,
T107,6,50:4,3.14E+04,4.50E+05,0.0697,9.4,0.78,640.8,,,,,,
T107,6,52:0,7.75E+03,4.50E+05,0.0172,12.28,1.02,147.7,,,,,,
T107,6,52:1,8.10E+04,4.50E+05,0.1799,11.83,0.98,1675.8,,,,,,
T107,6,52:2,2.85E+05,4.50E+05,0.6325,11.31,0.94,5926.5,,,,,,
T107,6,52:3,4.61E+05,4.50E+05,1.0243,10.74,0.89,9606.2,,,,,,
T107,6,52:4,3.22E+05,4.50E+05,0.7142,10.11,0.84,6693.8,,,,,,
T107,6,52:5,6.05E+04,4.50E+05,0.1343,9.47,0.79,1247.5,,,,,,
T107,6,54:1,5.24E+03,4.50E+05,0.0116,12.4,1.03,95.1,,,,,,
T107,6,54:2,6.26E+04,4.50E+05,0.139,11.89,0.99,1291.7,,,,,,
T107,6,54:3,1.84E+05,4.50E+05,0.409,11.38,0.95,3827.4,,,,,,
T107,6,54:4,3.46E+05,4.50E+05,0.7674,10.82,0.9,7193.5,,,,,,
T107,6,54:5,3.21E+05,4.50E+05,0.7116,10.2,0.85,6669.4,,,,,,
T107,6,54:6,1.51E+05,4.50E+05,0.3348,9.54,0.79,3130.6,,,,,,
T107,6,56:2,4.84E+02,4.50E+05,0.0011,12.8,1.06,-3.5,,,,,,
T107,6,56:3,2.81E+03,4.50E+05,0.0062,12.35,1.03,44.4,,,,,,
T107,6,56:4,8.81E+03,4.50E+05,0.0196,11.95,0.99,170.3,,,,,,
T107,6,56:5,1.83E+04,4.50E+05,0.0407,11.44,0.95,368.4,,,,,,
T107,6,56:6,2.96E+04,4.50E+05,0.0657,10.9,0.91,603.2,,,,,,
T107,6,56:7,5.37E+04,4.50E+05,0.1191,10.35,0.86,1104.8,,,,,,
T108,7,48:0,1.38E+04,3.63E+05,0.038,11.2,0.93,343.1,,,,,,
T108,7,48:1,1.21E+04,3.63E+05,0.0333,10.7,0.89,298.9,,,,,,
T108,7,48:2,1.13E+04,3.63E+05,0.0311,10.16,0.84,278.3,,,,,,
T108,7,48:3,1.17E+04,3.63E+05,0.0321,9.59,0.8,287.7,,,,,,
T108,7,50:0,1.28E+04,3.63E+05,0.0352,11.76,0.98,316.8,,,,,,
T108,7,50:1,6.20E+04,3.63E+05,0.1709,11.28,0.94,1591.3,,,,,,
T108,7,50:2,9.39E+04,3.63E+05,0.2588,10.76,0.89,2416.8,,,,,,
T108,7,50:3,4.48E+04,3.63E+05,0.1233,10.22,0.85,1144.2,,,,,,
T108,7,50:4,1.53E+04,3.63E+05,0.0422,9.62,0.8,382.5,,,,,,
T108,7,52:0,1.60E+03,3.63E+05,0.0044,12.28,1.02,27.5,,,,,,
T108,7,52:1,4.28E+04,3.63E+05,0.118,11.85,0.98,1094.4,,,,,,
T108,7,52:2,1.36E+05,3.63E+05,0.3749,11.36,0.94,3507.2,,,,,,
T108,7,52:3,2.26E+05,3.63E+05,0.6216,10.83,0.9,5824.1,,,,,,
T108,7,52:4,1.53E+05,3.63E+05,0.4216,10.26,0.85,3945.8,,,,,,
T108,7,52:5,4.06E+04,3.63E+05,0.1118,9.68,0.8,1036.2,,,,,,
T108,7,54:1,5.25E+03,3.63E+05,0.0145,12.38,1.03,122.4,,,,,,
T108,7,54:2,2.63E+04,3.63E+05,0.0725,11.91,0.99,667.1,,,,,,
T108,7,54:3,9.45E+04,3.63E+05,0.2602,11.42,0.95,2429.9,,,,,,
T108,7,54:4,1.82E+05,3.63E+05,0.5026,10.9,0.91,4706.5,,,,,,
T108,7,54:5,2.04E+05,3.63E+05,0.5633,10.33,0.86,5276.6,,,,,,
T108,7,54:6,1.24E+05,3.63E+05,0.3424,9.73,0.81,3201.9,,,,,,
T108,7,56:2,1.04E+03,3.63E+05,0.0029,12.67,1.05,13.4,,,,,,
T108,7,56:3,4.77E+02,3.63E+05,0.0013,12.5,1.04,-1.6,,,,,,
T108,7,56:4,2.94E+03,3.63E+05,0.0081,11.94,0.99,62.3,,,,,,
T108,7,56:5,1.39E+04,3.63E+05,0.0384,11.48,0.95,346.8,,,,,,
T108,7,56:6,2.49E+04,3.63E+05,0.0686,10.97,0.91,630.5,,,,,,
T108,7,56:7,4.29E+04,3.63E+05,0.1181,10.43,0.87,1095.4,,,,,,
T109,8,48:0,7.53E+03,4.30E+05,0.0175,11.2,0.93,150.6,,,,,,
T109,8,48:1,1.31E+04,4.30E+05,0.0304,10.65,0.88,271.7,,,,,,
T109,8,48:2,1.24E+04,4.30E+05,0.0289,10.05,0.83,257.6,,,,,,
T109,8,48:3,3.98E+03,4.30E+05,0.0092,9.44,0.78,72.6,,,,,,
T109,8,50:0,8.46E+03,4.30E+05,0.0197,11.79,0.98,171.2,,,,,,
T109,8,50:1,4.21E+04,4.30E+05,0.098,11.31,0.94,906.6,,,,,,
T109,8,50:2,5.47E+04,4.30E+05,0.1272,10.73,0.89,1180.8,,,,,,
T109,8,50:3,2.13E+04,4.30E+05,0.0494,10.15,0.84,450.1,,,,,,
T109,8,50:4,6.54E+03,4.30E+05,0.0152,9.4,0.78,128.9,,,,,,
T109,8,52:0,2.36E+03,4.30E+05,0.0055,12.31,1.02,37.8,,,,,,
T109,8,52:1,2.79E+04,4.30E+05,0.0649,11.9,0.98,595.7,,,,,,
T109,8,52:2,8.87E+04,4.30E+05,0.2063,11.39,0.94,1923.7,,,,,,
T109,8,52:3,1.18E+05,4.30E+05,0.2749,10.81,0.89,2568.0,,,,,,
T109,8,52:4,8.39E+04,4.30E+05,0.1952,10.18,0.84,1819.5,,,,,,
T109,8,52:5,2.02E+04,4.30E+05,0.0469,9.53,0.79,426.7,,,,,,
T109,8,54:1,8.65E+02,4.30E+05,0.002,12.45,1.03,5.0,,,,,,
T109,8,54:2,1.76E+04,4.30E+05,0.0409,11.97,0.99,370.3,,,,,,
T109,8,54:3,4.55E+04,4.30E+05,0.1059,11.45,0.95,980.8,,,,,,
T109,8,54:4,7.02E+04,4.30E+05,0.1634,10.88,0.9,1520.8,,,,,,
T109,8,54:5,5.82E+04,4.30E+05,0.1353,10.27,0.85,1256.9,,,,,,
T109,8,54:6,3.56E+04,4.30E+05,0.0827,9.6,0.79,762.9,,,,,,
T109,8,56:2,0,4.30E+05,0,0,0,-13.8,,,,,,
T109,8,56:3,2.40E+02,4.30E+05,0.0006,12.62,1.04,-8.2,,,,,,
T109,8,56:4,9.68E+02,4.30E+05,0.0023,11.96,0.99,7.8,,,,,,
T109,8,56:5,6.25E+03,4.30E+05,0.0145,11.51,0.95,122.4,,,,,,
T109,8,56:6,2.50E+03,4.30E+05,0.0058,10.95,0.91,40.7,,,,,,
T109,8,56:7,1.82E+04,4.30E+05,0.0423,10.53,0.87,383.5,,,,,,
T201,9,48:0,2.09E+04,4.19E+05,0.0499,11.41,0.93,454.8,,,,,,
T201,9,48:1,2.52E+04,4.19E+05,0.0601,10.88,0.89,550.6,,,,,,
T201,9,48:2,1.70E+04,4.19E+05,0.0407,10.26,0.83,368.4,,,,,,
T201,9,48:3,6.75E+03,4.19E+05,0.0161,9.55,0.78,137.4,,,,,,
T201,9,50:0,2.32E+04,4.19E+05,0.0553,12.01,0.98,505.6,,,,,,
T201,9,50:1,1.86E+05,4.19E+05,0.444,11.5,0.94,4156.1,,,,,,
T201,9,50:2,1.17E+05,4.19E+05,0.28,10.92,0.89,2615.9,,,,,,
T201,9,50:3,3.04E+04,4.19E+05,0.0725,10.34,0.84,667.1,,,,,,
T201,9,50:4,7.78E+03,4.19E+05,0.0186,9.7,0.79,160.9,,,,,,
T201,9,52:0,8.58E+03,4.19E+05,0.0205,12.61,1.03,178.7,,,,,,
T201,9,52:1,1.30E+05,4.19E+05,0.3111,12.11,0.98,2908.0,,,,,,
T201,9,52:2,3.97E+05,4.19E+05,0.9493,11.59,0.94,8901.8,,,,,,
T201,9,52:3,3.32E+05,4.19E+05,0.793,11.01,0.9,7433.9,,,,,,
T201,9,52:4,1.05E+05,4.19E+05,0.2515,10.39,0.85,2348.2,,,,,,
T201,9,52:5,1.07E+04,4.19E+05,0.0256,9.73,0.79,226.6,,,,,,
T201,9,54:1,2.62E+04,4.19E+05,0.0626,12.62,1.03,574.1,,,,,,
T201,9,54:2,1.17E+05,4.19E+05,0.28,12.18,0.99,2615.9,,,,,,
T201,9,54:3,3.13E+05,4.19E+05,0.7476,11.67,0.95,7007.5,,,,,,
T201,9,54:4,3.56E+05,4.19E+05,0.8506,11.1,0.9,7974.8,,,,,,
T201,9,54:5,1.80E+05,4.19E+05,0.4295,10.47,0.85,4020.0,,,,,,
T201,9,54:6,4.35E+04,4.19E+05,0.104,9.82,0.8,962.9,,,,,,
T201,9,56:2,7.14E+03,4.19E+05,0.0171,13.14,1.07,146.8,,,,,,
T201,9,56:3,1.70E+04,4.19E+05,0.0406,12.7,1.03,367.5,,,,,,
T201,9,56:4,1.94E+04,4.19E+05,0.0462,12.22,0.99,420.1,,,,,,
T201,9,56:5,3.58E+04,4.19E+05,0.0856,11.69,0.95,790.1,,,,,,
T201,9,56:6,5.28E+04,4.19E+05,0.1262,11.34,0.92,1171.4,,,,,,
T201,9,56:7,6.32E+04,4.19E+05,0.151,10.76,0.88,1404.4,,,,,,
T202,10,48:0,3.28E+04,3.83E+05,0.0856,11.15,0.93,790.1,,,,,,
T202,10,48:1,6.25E+04,3.83E+05,0.163,10.58,0.88,1517.1,,,,,,
T202,10,48:2,3.97E+04,3.83E+05,0.1036,9.99,0.83,959.2,,,,,,
T202,10,48:3,3.04E+04,3.83E+05,0.0793,9.34,0.78,731.0,,,,,,
T202,10,50:0,3.73E+04,3.83E+05,0.0973,11.75,0.98,900.0,,,,,,
T202,10,50:1,2.82E+05,3.83E+05,0.7354,11.24,0.93,6892.9,,,,,,
T202,10,50:2,2.03E+05,3.83E+05,0.5301,10.66,0.89,4964.8,,,,,,
T202,10,50:3,6.12E+04,3.83E+05,0.1596,10.08,0.84,1485.1,,,,,,
T202,10,50:4,1.27E+04,3.83E+05,0.0332,9.46,0.79,298.0,,,,,,
T202,10,52:0,1.03E+04,3.83E+05,0.027,12.31,1.02,239.8,,,,,,
T202,10,52:1,1.65E+05,3.83E+05,0.4299,11.82,0.98,4023.7,,,,,,
T202,10,52:2,5.15E+05,3.83E+05,1.3428,11.32,0.94,12597.5,,,,,,
T202,10,52:3,3.83E+05,3.83E+05,1.0004,10.75,0.89,9381.7,,,,,,
T202,10,52:4,1.45E+05,3.83E+05,0.3781,10.12,0.84,3537.2,,,,,,
T202,10,52:5,1.44E+04,3.83E+05,0.0376,9.5,0.79,339.3,,,,,,
T202,10,54:1,2.00E+04,3.83E+05,0.0521,12.36,1.03,475.5,,,,,,
T202,10,54:2,1.46E+05,3.83E+05,0.3802,11.91,0.99,3557.0,,,,,,
T202,10,54:3,3.31E+05,3.83E+05,0.8649,11.4,0.95,8109.2,,,,,,
T202,10,54:4,3.31E+05,3.83E+05,0.8634,10.83,0.9,8095.1,,,,,,
T202,10,54:5,2.07E+05,3.83E+05,0.5406,10.2,0.85,5063.4,,,,,,
T202,10,54:6,2.89E+04,3.83E+05,0.0755,9.53,0.79,695.3,,,,,,
T202,10,56:2,4.49E+03,3.83E+05,0.0117,12.86,1.07,96.1,,,,,,
T202,10,56:3,1.20E+04,3.83E+05,0.0314,12.42,1.03,281.1,,,,,,
T202,10,56:4,1.50E+04,3.83E+05,0.0393,11.95,0.99,355.3,,,,,,
T202,10,56:5,2.89E+04,3.83E+05,0.0754,11.42,0.95,694.3,,,,,,
T202,10,56:6,6.17E+04,3.83E+05,0.161,10.99,0.91,1498.3,,,,,,
T202,10,56:7,7.46E+04,3.83E+05,0.1946,10.45,0.87,1813.8,,,,,,
T203,11,48:0,4.42E+04,4.70E+05,0.094,11.13,0.93,869.0,,,,,,
T203,11,48:1,1.23E+05,4.70E+05,0.2623,10.6,0.88,2449.7,,,,,,
T203,11,48:2,9.96E+04,4.70E+05,0.2119,9.98,0.83,1976.3,,,,,,
T203,11,48:3,3.88E+04,4.70E+05,0.0826,9.32,0.78,762.0,,,,,,
T203,11,50:0,3.44E+04,4.70E+05,0.0731,11.72,0.98,672.7,,,,,,
T203,11,50:1,4.19E+05,4.70E+05,0.8919,11.23,0.93,8362.7,,,,,,
T203,11,50:2,3.94E+05,4.70E+05,0.8392,10.66,0.89,7867.8,,,,,,
T203,11,50:3,1.87E+05,4.70E+05,0.3983,10.06,0.84,3726.9,,,,,,
T203,11,50:4,3.40E+04,4.70E+05,0.0723,9.39,0.78,665.2,,,,,,
T203,11,52:0,1.01E+04,4.70E+05,0.0215,12.28,1.02,188.1,,,,,,
T203,11,52:1,2.69E+05,4.70E+05,0.572,11.83,0.98,5358.3,,,,,,
T203,11,52:2,8.16E+05,4.70E+05,1.7353,11.33,0.94,16283.8,,,,,,
T203,11,52:3,6.79E+05,4.70E+05,1.4452,10.74,0.89,13559.2,,,,,,
T203,11,52:4,2.35E+05,4.70E+05,0.4992,10.13,0.84,4674.6,,,,,,
T203,11,52:5,4.21E+04,4.70E+05,0.0896,9.46,0.79,827.7,,,,,,
T203,11,54:1,2.89E+04,4.70E+05,0.0615,12.39,1.03,563.8,,,,,,
T203,11,54:2,2.17E+05,4.70E+05,0.4611,11.9,0.99,4316.7,,,,,,
T203,11,54:3,4.43E+05,4.70E+05,0.9434,11.41,0.95,8846.4,,,,,,
T203,11,54:4,3.83E+05,4.70E+05,0.815,10.83,0.9,7640.5,,,,,,
T203,11,54:5,2.22E+05,4.70E+05,0.4731,10.21,0.85,4429.4,,,,,,
T203,11,54:6,4.10E+04,4.70E+05,0.0872,9.53,0.79,805.2,,,,,,
T203,11,56:2,2.15E+03,4.70E+05,0.0046,12.88,1.07,29.4,,,,,,
T203,11,56:3,1.24E+04,4.70E+05,0.0263,12.43,1.03,233.2,,,,,,
T203,11,56:4,2.95E+04,4.70E+05,0.0627,11.96,1,575.1,,,,,,
T203,11,56:5,2.73E+04,4.70E+05,0.058,11.43,0.95,530.9,,,,,,
T203,11,56:6,5.47E+04,4.70E+05,0.1164,10.98,0.91,1079.4,,,,,,
T203,11,56:7,6.20E+04,4.70E+05,0.1319,10.43,0.87,1225.0,,,,,,
T204,12,48:0,5.30E+04,3.77E+05,0.1408,11.16,0.93,1308.6,,,,,,
T204,12,48:1,1.94E+05,3.77E+05,0.5157,10.6,0.88,4829.5,,,,,,
T204,12,48:2,1.30E+05,3.77E+05,0.3448,9.99,0.83,3224.5,,,,,,
T204,12,48:3,4.69E+04,3.77E+05,0.1246,9.34,0.78,1156.4,,,,,,
T204,12,50:0,4.27E+04,3.77E+05,0.1134,11.75,0.98,1051.2,,,,,,
T204,12,50:1,4.44E+05,3.77E+05,1.1793,11.24,0.93,11061.9,,,,,,
T204,12,50:2,4.62E+05,3.77E+05,1.2263,10.69,0.89,11503.3,,,,,,
T204,12,50:3,2.07E+05,3.77E+05,0.5487,10.08,0.84,5139.5,,,,,,
T204,12,50:4,3.04E+04,3.77E+05,0.0807,9.42,0.78,744.1,,,,,,
T204,12,52:0,1.16E+04,3.77E+05,0.0309,12.27,1.02,276.4,,,,,,
T204,12,52:1,3.90E+05,3.77E+05,1.035,11.84,0.98,9706.7,,,,,,
T204,12,52:2,1.25E+06,3.77E+05,3.3036,11.34,0.94,31012.9,,,,,,
T204,12,52:3,8.42E+05,3.77E+05,2.2359,10.76,0.89,20985.3,,,,,,
T204,12,52:4,2.54E+05,3.77E+05,0.6747,10.14,0.84,6322.8,,,,,,
T204,12,52:5,3.21E+04,3.77E+05,0.0853,9.49,0.79,787.3,,,,,,
T204,12,54:1,4.52E+04,3.77E+05,0.12,12.38,1.03,1113.2,,,,,,
T204,12,54:2,2.35E+05,3.77E+05,0.6226,11.92,0.99,5833.5,,,,,,
T204,12,54:3,4.43E+05,3.77E+05,1.1766,11.42,0.95,11036.6,,,,,,
T204,12,54:4,3.51E+05,3.77E+05,0.9314,10.85,0.9,8733.7,,,,,,
T204,12,54:5,1.64E+05,3.77E+05,0.4357,10.23,0.85,4078.2,,,,,,
T204,12,54:6,2.61E+04,3.77E+05,0.0693,9.57,0.8,637.0,,,,,,
T204,12,56:2,3.14E+03,3.77E+05,0.0083,12.9,1.07,64.1,,,,,,
T204,12,56:3,1.77E+04,3.77E+05,0.0468,12.46,1.03,425.7,,,,,,
T204,12,56:4,2.61E+04,3.77E+05,0.0692,11.96,0.99,636.1,,,,,,
T204,12,56:5,2.09E+04,3.77E+05,0.0553,11.46,0.95,505.6,,,,,,
T204,12,56:6,4.45E+04,3.77E+05,0.118,10.99,0.91,1094.4,,,,,,
T204,12,56:7,4.75E+04,3.77E+05,0.1261,10.47,0.87,1170.5,,,,,,
T205,13,48:0,5.30E+04,4.35E+05,0.1221,11.15,0.93,1132.9,,,,,,
T205,13,48:1,9.93E+04,4.35E+05,0.2286,10.6,0.88,2133.2,,,,,,
T205,13,48:2,6.16E+04,4.35E+05,0.1419,10,0.83,1318.9,,,,,,
T205,13,48:3,3.57E+04,4.35E+05,0.0822,9.32,0.78,758.2,,,,,,
T205,13,50:0,5.50E+04,4.35E+05,0.1266,11.76,0.98,1175.2,,,,,,
T205,13,50:1,3.78E+05,4.35E+05,0.8708,11.25,0.93,8164.6,,,,,,
T205,13,50:2,3.03E+05,4.35E+05,0.6984,10.68,0.89,6545.4,,,,,,
T205,13,50:3,1.17E+05,4.35E+05,0.2692,10.07,0.84,2514.5,,,,,,
T205,13,50:4,1.99E+04,4.35E+05,0.0458,9.43,0.78,416.3,,,,,,
T205,13,52:0,1.18E+04,4.35E+05,0.0271,12.28,1.02,240.7,,,,,,
T205,13,52:1,2.52E+05,4.35E+05,0.5794,11.83,0.98,5427.8,,,,,,
T205,13,52:2,6.85E+05,4.35E+05,1.5769,11.33,0.94,14796.1,,,,,,
T205,13,52:3,5.60E+05,4.35E+05,1.2882,10.75,0.89,12084.7,,,,,,
T205,13,52:4,1.86E+05,4.35E+05,0.4274,10.12,0.84,4000.2,,,,,,
T205,13,52:5,2.75E+04,4.35E+05,0.0634,9.49,0.79,581.6,,,,,,
T205,13,54:1,2.97E+04,4.35E+05,0.0684,12.37,1.03,628.6,,,,,,
T205,13,54:2,1.75E+05,4.35E+05,0.4023,11.92,0.99,3764.5,,,,,,
T205,13,54:3,3.75E+05,4.35E+05,0.8639,11.41,0.95,8099.8,,,,,,
T205,13,54:4,4.02E+05,4.35E+05,0.9242,10.85,0.9,8666.1,,,,,,
T205,13,54:5,2.18E+05,4.35E+05,0.5025,10.22,0.85,4705.6,,,,,,
T205,13,54:6,3.01E+04,4.35E+05,0.0694,9.57,0.8,638.0,,,,,,
T205,13,56:2,2.41E+03,4.35E+05,0.0056,12.88,1.07,38.8,,,,,,
T205,13,56:3,7.75E+03,4.35E+05,0.0178,12.44,1.03,153.4,,,,,,
T205,13,56:4,2.13E+04,4.35E+05,0.0489,11.97,0.99,445.5,,,,,,
T205,13,56:5,3.09E+04,4.35E+05,0.0711,11.46,0.95,654.0,,,,,,
T205,13,56:6,6.06E+04,4.35E+05,0.1394,10.98,0.91,1295.4,,,,,,
T205,13,56:7,9.04E+04,4.35E+05,0.208,10.46,0.87,1939.7,,,,,,
T304,14,48:0,1.16E+04,4.71E+05,0.0246,11.17,0.93,217.2,,,,,,
T304,14,48:1,2.08E+04,4.71E+05,0.0442,10.63,0.88,401.3,,,,,,
T304,14,48:2,1.96E+04,4.71E+05,0.0415,10,0.83,376.0,,,,,,
T304,14,48:3,2.10E+04,4.71E+05,0.0446,9.23,0.77,405.1,,,,,,
T304,14,50:0,1.43E+04,4.71E+05,0.0304,11.76,0.98,271.7,,,,,,
T304,14,50:1,8.73E+04,4.71E+05,0.1854,11.27,0.94,1727.4,,,,,,
T304,14,50:2,1.30E+05,4.71E+05,0.2759,10.69,0.89,2577.4,,,,,,
T304,14,50:3,4.24E+04,4.71E+05,0.0901,10.09,0.84,832.4,,,,,,
T304,14,50:4,2.36E+04,4.71E+05,0.0502,9.4,0.78,457.7,,,,,,
T304,14,52:0,5.01E+03,4.71E+05,0.0106,12.3,1.02,85.7,,,,,,
T304,14,52:1,5.17E+04,4.71E+05,0.1099,11.87,0.98,1018.4,,,,,,
T304,14,52:2,1.62E+05,4.71E+05,0.3431,11.35,0.94,3208.5,,,,,,
T304,14,52:3,2.67E+05,4.71E+05,0.5671,10.77,0.89,5312.3,,,,,,
T304,14,52:4,2.18E+05,4.71E+05,0.4637,10.14,0.84,4341.2,,,,,,
T304,14,52:5,5.11E+04,4.71E+05,0.1085,9.49,0.79,1005.2,,,,,,
T304,14,54:1,5.45E+03,4.71E+05,0.0116,12.35,1.02,95.1,,,,,,
T304,14,54:2,3.64E+04,4.71E+05,0.0774,11.92,0.99,713.1,,,,,,
T304,14,54:3,1.21E+05,4.71E+05,0.2579,11.41,0.95,2408.3,,,,,,
T304,14,54:4,2.02E+05,4.71E+05,0.4296,10.85,0.9,4020.9,,,,,,
T304,14,54:5,2.11E+05,4.71E+05,0.4491,10.23,0.85,4204.0,,,,,,
T304,14,54:6,1.26E+05,4.71E+05,0.2681,9.55,0.79,2504.1,,,,,,
